OPERATION_ID,OPERATION_NAME,CITY,ADDRESS_LINE,ZIPCODE,DEFICIENCY_HIGH,DEFICIENCY_MEDIUM_HIGH,DEFICIENCY_MEDIUM,DEFICIENCY_MEDIUM_LOW,DEFICIENCY_LOW,TOTAL_DEFICIENCIES,DEFICIENCY_RATE,HIGH_DEFICIENCY_RATE,TOTAL_CAPACITY,TOTAL_INSPECTIONS,TOTAL_ASSESSMENTS,YEARS_IN_OPERATION,IS_ACCREDITED,ACCEPTS_SUBSIDIES,HAS_CORRECTIVE_ACTION,HAS_ADVERSE_ACTION,WAS_TEMP_CLOSED,place_id,google_name,google_rating,google_review_count,match_confidence
1258950,Clear Lake Montessori School,HOUSTON,2486 FALCON PASS DR,77062 6237,3,25,13,0,0,41,4.556,0.333,144,9,1,8.6,0,0,0,0,0,ChIJ96Kt0GacQIYR4nyRS3POo34,Clear Lake Montessori School,5.0,6.0,high_confidence
1349064,I'm Just a Kid!  LLC,SAN ANTONIO,5038 WEST AVE,78213 2710,0,0,0,0,0,0,0.0,0.0,136,11,0,5.3,0,1,0,0,0,ChIJ97FnjU_1XIYRpmLNmoLRBmU,I'm Just A Kid,4.3,40.0,high_confidence
144746,Blessed Beginnings Pre-school,HOUSTON,19222 TOMBALL PKWY,77070 3510,1,3,7,2,0,13,1.857,0.143,140,7,1,29.3,0,0,0,0,0,ChIJ97YKY6rNQIYRux_NCsahfbo,Blessed Beginnings Preschool,5.0,55.0,high_confidence
1386535,One Stop Montessori,AUSTIN,9725 CIRCLE DR TRLR A,78736 7939,0,3,0,0,0,3,0.3,0.0,37,10,0,3.9,0,1,0,0,0,ChIJ98br-TVJW4YR3sEZkZ5T1mw,One Stop Montessori,5.0,18.0,high_confidence
132066,Jefferson Place Learning and Developmental Center,DALLAS,3430 S MARSALIS AVE,75216 5208,0,0,1,0,0,1,0.167,0.0,61,6,0,31.9,0,1,0,0,0,ChIJ9QDHr0KXToYRe5mfzMJ94vg,Jefferson's Place Learning Center,4.8,23.0,medium_confidence
162569,Creative Little Minds,SAN ANTONIO,2606 COMMERCIAL AVE,78221 1707,2,3,1,1,0,7,0.778,0.222,85,9,1,24.8,0,1,0,0,0,ChIJ9TEhxjlYXIYRRl6AxG2ulRY,Creative Little Minds,4.5,11.0,high_confidence
98511,Discovery School,SAN ANTONIO,222 SALEM DR,78201 2229,0,6,2,0,0,8,1.0,0.0,130,8,0,38.5,1,0,0,0,0,ChIJ9Tq9W7NfXIYRr9CU2IcI70o,Discovery School,5.0,17.0,high_confidence
1289360,Childrens Lighthouse Learning Center at Stone Oak,SAN ANTONIO,20906 GATHERING OAK,78260 3102,17,2,3,0,0,22,0.647,0.5,227,34,0,7.8,0,0,1,0,0,ChIJ9UhzfkhiXIYRXuisd0hBCrw,Children's Lighthouse of San Antonio - Stone Oak,4.8,156.0,medium_confidence
350256,Arbor Montessori Academy,AUSTIN,11726 JOLLYVILLE RD,78759 3937,0,1,0,0,0,1,0.143,0.0,110,7,0,17.2,0,0,0,0,0,ChIJ9VSEHe7MRIYRT17GWXf5MrI,Arbor Montessori Academy,5.0,26.0,high_confidence
1137541,Vogel Alcove,DALLAS,1738 GANO ST,75215 1210,2,3,2,1,0,8,0.571,0.143,300,14,2,11.3,1,1,0,0,0,ChIJ9VhxIh2ZToYRmwQQ6Q2U7og,Vogel Alcove,4.5,23.0,high_confidence
1362104,Youth Movement Arts & Athletics Club,SAN ANTONIO,2922 E HOUSTON ST,78202 3219,0,2,2,0,1,5,0.625,0.0,56,8,0,4.7,0,1,0,0,0,ChIJ9WJqYH33XIYReXO5LzDzYhs,Youth Movement Club,4.7,3.0,medium_confidence
1490794,K3 Creative Center #3,HOUSTON,22424 IMPERIAL VALLEY DR STE 900,77073 1162,0,0,0,0,0,0,0.0,0.0,32,6,0,0.7,0,1,0,0,0,ChIJ9XXrKerKQIYRpdriymuUkyA,K3 Creative Center,3.0,12.0,high_confidence
166018,ABC Word Academy,HOUSTON,7350 W T C JESTER BLVD,77088 7468,3,12,11,1,2,29,2.231,0.231,104,13,2,25.2,0,1,0,0,0,ChIJ9YJDMKLIQIYRC0mc34mzf5E,ABC Word Academy,4.5,10.0,high_confidence
1483556,Kinderland Daycare,HOUSTON,10012 BISSONNET ST,77036 7802,4,8,6,1,0,19,2.375,0.5,64,8,0,0.7,0,1,0,0,0,ChIJ9Z1uo6nCQIYRuAE5XnOAofw,Kinder Land Daycare,4.9,28.0,high_confidence
1356451,Kido International Preschool,AUSTIN,10625 BONAVENTURE DR,78730 2312,12,1,4,0,0,17,0.607,0.429,425,28,0,5.0,0,1,0,0,0,ChIJ9a_dT7IzW4YR5pSccPsJCgI,Kido International Preschool & After School - River Place,4.5,8.0,medium_confidence
1397256,The Rock Early Learning Center,HOUSTON,4101 BROADWAY ST,77087 4705,5,7,4,0,0,16,1.067,0.333,170,15,0,3.2,0,1,0,0,0,ChIJ9af3YNaXQIYR8kgNi9YEbRI,The R.O.C.K. Early Learning Center,4.6,22.0,high_confidence
1284794,Luv 'N' Care Learning Center,FORT WORTH,4451 BOAT CLUB RD,76135 2500,1,6,2,1,0,10,0.556,0.056,86,18,0,8.3,0,1,0,0,0,ChIJ9bDPoSN1ToYRACqjs0TojHY,Luv 'N' Care Learning Center,4.2,54.0,high_confidence
96993,Trinity Episcopal School Day Care,FORT WORTH,3425 BELLAIRE DR S,76109 2133,0,3,2,0,0,5,0.714,0.0,98,7,0,38.9,0,0,0,0,0,ChIJ9bYs7RZyToYRta5HyFwsU7M,Trinity Episcopal School,5.0,2.0,high_confidence
347253,Shoreline Learning Center,AUSTIN,15201 BURNET RD,78728 3505,2,10,3,0,0,15,0.75,0.1,253,20,0,17.0,0,1,0,0,0,ChIJ9dJ48HTORIYRaQAcx8enyOc,Shoreline Early Learning Center,4.7,33.0,high_confidence
1463466,Fairland Learning Academy,HOUSTON,3737 SYNOTT RD,77082 5211,1,6,1,0,0,8,1.0,0.125,117,8,0,1.7,0,1,0,0,0,ChIJ9eN6_0zcQIYRbdEz6_TCJhk,Fairland Learning Academy,4.7,31.0,high_confidence
316615,Gulf Meadows Child Development Center,HOUSTON,8012 FUQUA ST,77075 3735,0,2,2,0,0,4,0.667,0.0,142,6,0,18.0,0,1,0,0,0,ChIJ9fdMWtyWQIYRWRcrbAznVCA,Kids Quest Child Development Center,4.5,27.0,medium_confidence
220143,"Children's Summit Learning Center, L.L.C",SAN ANTONIO,2250 BENRUS BLVD,78228 3736,0,2,2,0,0,4,0.4,0.0,63,10,0,22.3,0,1,0,0,0,ChIJ9fmT1P1dXIYRPxdVscU-Poc,"Children's Summit Learning Center, LLC",5.0,5.0,high_confidence
108467,Covenant Presbyterian Preschool,AUSTIN,3003 NORTHLAND DR,78757 5036,0,1,0,0,0,1,0.143,0.0,111,7,0,35.9,0,0,0,0,0,ChIJA-R_QEXLRIYRSYyzNgiVW4w,Covenant Presbyterian Preschool,5.0,16.0,high_confidence
155432,The Apple Tree School,HOUSTON,17127 RED OAK DR,77090 2600,1,9,7,1,1,19,1.462,0.077,102,13,0,27.6,0,1,0,0,0,ChIJA1wzYhfLQIYRCOxTS8CBark,The Apple Tree School,3.4,77.0,high_confidence
156442,Islamic Education Center,HOUSTON,2313 S VOSS RD,77057 3807,3,4,3,1,0,11,2.2,0.6,110,5,0,27.1,0,1,0,0,0,ChIJA45yor_DQIYR4Tfpnfcz1tE,Islamic Education Center,4.7,345.0,high_confidence
1452923,Primrose School at Bulverde Road,SAN ANTONIO,18207 BULVERDE RD,78259 3704,2,1,1,0,0,4,0.364,0.182,246,11,0,2.0,0,0,0,0,0,ChIJA4L7092LXIYRDYe7pi5KP14,Primrose School at Bulverde Road,4.6,49.0,high_confidence
270361,Primrose School at Summerwood,HOUSTON,14002 W LAKE HOUSTON PKWY,77044 5542,4,0,0,0,0,4,0.235,0.235,280,17,0,20.2,1,1,0,0,0,ChIJA5Rk9PquQIYR-uvlnFvg_oQ,Primrose School at Summerwood,4.7,103.0,high_confidence
1464480,Texas A&M University-Campus CARES,SAN ANTONIO,1 UNIVERSITY WAY RM D,78224 3134,0,0,0,0,0,0,0.0,0.0,68,4,0,2.0,0,0,0,0,0,ChIJA5bzDWJXXIYR8RCQY3lA1W0,Texas A&M University-San Antonio,4.3,339.0,medium_confidence
1383976,International School of  San Antonio,SAN ANTONIO,6739 CALLAGHAN RD,78229 4644,8,8,8,2,1,27,1.588,0.471,73,17,0,4.0,0,0,0,0,0,ChIJA9JkJShhXIYRH71j1DgXCOc,International School of San Antonio,5.0,1.0,high_confidence
1321220,Eli's Learning Academy,HOUSTON,5941 MOHAWK ST,77016 1860,10,22,10,2,0,44,1.158,0.263,73,38,0,6.5,0,1,0,0,0,ChIJAQA7YKWwQIYRmDIvLPaC-es,Eli's Learning Academy,4.0,4.0,high_confidence
1356752,"The Wynn Academy, LLC",FORT WORTH,4067 FAIR PARK BLVD,76115 1743,1,2,1,0,1,5,0.417,0.083,47,12,0,4.8,1,0,0,0,0,ChIJAQAEKdRxToYRcKGQMlWoxi0,The Wynn Academy,4.5,17.0,high_confidence
163146,Albury Head Start NCI,HOUSTON,11125 ALBURY DR,77096 5708,0,0,0,0,0,0,0.0,0.0,97,6,0,25.8,0,0,0,0,0,ChIJAQAQ9OnpQIYR78C1TSqYPEg,Albury Head Start,5.0,6.0,high_confidence
1302830,Living Word Academy,HOUSTON,13833 RICHMOND AVE,77082 1712,7,14,9,3,0,33,3.667,0.778,98,9,3,6.7,0,1,0,0,0,ChIJAQBA8zrcQIYR9HaFb4vYKc0,Living Word Academy,4.9,8.0,high_confidence
1316358,Inspire Me Learning Center,HOUSTON,10100 KLECKLEY DR STE A2,77075 3418,5,5,5,0,1,16,2.0,0.625,75,8,1,6.7,0,1,0,0,0,ChIJAQBwZWGXQIYRni0YN58SlXc,Inspire Me Learning Center,5.0,36.0,high_confidence
1495069,Project One Day,HOUSTON,7000 BELLAIRE BLVD,77074 3504,2,2,4,0,0,8,1.6,0.4,72,5,0,0.5,0,0,0,0,0,ChIJAQC8Kii5QIYRmjsXSzaoKpE,Project One Day,4.1,13.0,high_confidence
199229,Beanie Learning Center,SAN ANTONIO,106 LAS PALMAS DR,78237 3104,0,4,5,0,0,9,1.0,0.0,61,9,0,23.4,0,1,0,0,0,ChIJAQCM5zRZXIYR5_f3-XaFjRs,Beanie Learning Center,4.4,9.0,high_confidence
1329513,Loadz of Love,HOUSTON,14614 MONRAD DR,77045 6233,2,18,12,0,0,32,2.909,0.182,25,11,0,6.3,0,1,0,0,0,ChIJAQCkeaTrQIYRygcEKk3bIjc,Loadz of Love,4.5,6.0,high_confidence
1159019,San Antonio Zoo School,SAN ANTONIO,103 TULETA DR,78212 3176,7,4,3,2,0,16,0.8,0.35,160,20,1,10.9,1,0,0,0,0,ChIJAQDQL4T1XIYRPxzv7-oxCVA,San Antonio Zoo School,5.0,6.0,high_confidence
1173945,Mrs. Nikkis Childcare & Academic Center,HOUSTON,11131 HOMESTEAD RD,77016 1907,6,10,2,1,0,19,1.9,0.6,39,10,1,10.3,0,1,0,0,0,ChIJAQDU56-wQIYR7-cO7bnIhWY,Mrs Nikki's Childcare & Academic Center,4.8,4.0,high_confidence
1389237,Texas Jump N Learn School Care,HOUSTON,6520 QUEENSTON BLVD,77084 8055,2,6,0,1,0,9,0.75,0.167,70,12,0,3.1,0,1,0,0,0,ChIJAQDwx2nXQIYRq2oKtlGbHOo,Texas Jump N Learn,5.0,8.0,medium_confidence
879588,Blooming Daisies Learning Center,HOUSTON,17118 W LITTLE YORK RD STE 101,77084 6833,8,20,9,0,0,37,2.312,0.5,181,16,1,14.1,0,1,0,0,0,ChIJAUfF8GjXQIYRo2LEy8Q1dQQ,Blooming Daisies Learning Center,4.8,165.0,high_confidence
1469718,Mockingbird Centers,AUSTIN,4422 GILLIS ST,78745 1018,2,0,3,0,0,5,0.625,0.25,46,8,0,1.4,0,0,0,0,0,ChIJAX1tNPu1RIYRXUNB0cJrFVQ,Mockingbird MicroSchool,5.0,29.0,medium_confidence
160552,Lake Hills Montessori,AUSTIN,600 N CUERNAVACA DR,78733 3212,0,7,3,1,0,11,1.571,0.0,97,7,0,25.5,0,0,0,0,0,ChIJAYKMedY1W4YRq4eu9u43__Y,Lake Hills Montessori,4.0,8.0,high_confidence
195084,Childrens Courtyard,AUSTIN,11718 METRIC BLVD BLDG C,78758 3203,3,5,4,0,0,12,0.75,0.188,332,16,0,23.7,1,1,0,0,0,ChIJAZNjgwbMRIYR4wxM-8RiQac,The Children's Courtyard of Austin,3.6,33.0,medium_confidence
1364179,Rice Village Childcare Center,HOUSTON,2434 SUNSET BLVD,77005 1432,3,8,4,0,0,15,1.875,0.375,32,8,0,4.6,0,0,0,0,0,ChIJAbYQn-nBQIYRQtZrD9JbIaM,Rice Village Childcare Center,4.7,23.0,high_confidence
226810,LeafSpring School at Sonterra,SAN ANTONIO,322 E SONTERRA BLVD,78258 3964,1,9,4,0,0,14,0.519,0.037,333,27,1,22.1,1,1,0,0,0,ChIJAchiKgFiXIYRAZy1QdFVKtU,LeafSpring School at Sonterra,4.2,30.0,high_confidence
1525595,Manifest Early Learning Academy,SAN ANTONIO,2738 SHINGLE OAK DR,78247 3739,0,0,0,0,0,0,0.0,0.0,44,1,0,0.0,0,0,0,0,0,ChIJAdrw5lOKXIYRvgtKPYN_OGI,SOA Child Learning Center,3.7,9.0,medium_confidence
153422,Little Smiles Day Care,SAN ANTONIO,508 CUPPLES RD # 5,78237 3925,4,13,4,0,0,21,1.4,0.267,57,15,0,27.6,0,1,0,0,0,ChIJAeeEgDdZXIYR5Ol6SH74118,Little Smiles Day Care,4.3,11.0,high_confidence
1254024,Crimson Early Learning Center,HOUSTON,10101 BISSONNET ST STE T,77036 7835,8,12,11,1,0,32,2.462,0.615,82,13,2,8.9,0,1,0,0,0,ChIJAfN_MI7pQIYRExBajI5vOqc,Crimson Early Learning Center,4.4,13.0,high_confidence
284601,Building Blocks Academy Cypress,HOUSTON,17800 WEST RD,77095 5565,5,4,1,0,0,10,0.714,0.357,175,14,0,19.7,0,1,0,0,0,ChIJAwrcRPrWQIYRPVp-AD5EMOo,Building Blocks Academy Cypress,4.3,40.0,high_confidence
1484854,Cielito Lindo Spanish Immersion Preschool III,AUSTIN,8203 SAM RAYBURN DR,78753 6021,1,1,1,0,0,3,0.5,0.167,37,6,0,0.8,0,0,0,0,0,ChIJAxX6Al3LRIYRfCdZk1eXbeI,Cielito Lindo Spanish Immersion Preschool 3,5.0,5.0,high_confidence
216832,Rosies Day Care,AUSTIN,7512 CAMERON RD,78752 2018,0,6,2,0,0,8,0.889,0.0,48,9,0,23.1,0,1,0,0,0,ChIJAy-10PrJRIYRc32ybgFelug,Rosie's Day Care Inc.,4.1,13.0,high_confidence
1358673,Big Dreams Learning Center,HOUSTON,10904 SCARSDALE BLVD STE 300,77089 6035,3,6,6,1,0,16,1.333,0.25,88,12,1,5.3,0,1,0,0,0,ChIJAyC_1BuaQIYRSQZHyRqb62E,Big Dreams Learning Center,4.1,54.0,high_confidence
1118308,Pre-K 4 SA - South Education Center,SAN ANTONIO,3510 S WW WHITE RD,78222 5018,5,6,1,0,0,12,0.4,0.167,470,30,0,11.9,1,0,0,0,0,ChIJB-6wgJf3XIYRU4DCuoG5XhM,Pre-K 4 SA - South Education Center,4.1,22.0,high_confidence
785688,Papa & Nanas Child Care,AUSTIN,11301 HORNSBY ST,78753 2625,24,52,36,0,0,112,1.6,0.343,63,70,6,14.1,0,1,1,0,0,ChIJB1jzyEXJRIYRFVkRs301hc0,Papa & Nanas Child Care,4.3,15.0,high_confidence
1420651,Learning Tree Daycare,HOUSTON,2105 CYPRESS LANDING DR,77090 3601,8,13,7,1,2,31,1.824,0.471,131,17,1,2.7,0,1,0,0,0,ChIJB2S170jLQIYR1YyLlSKJBgc,Learning Tree Daycare,5.0,37.0,high_confidence
1305834,Child Foundation Academy,HOUSTON,15016 LINDITA DR,77083 4416,6,7,0,0,0,13,0.52,0.24,95,25,0,7.2,0,1,0,0,0,ChIJB2WisgzeQIYRs3heClpEy1Q,CHILD FOUNDATION ACADEMY,1.0,3.0,high_confidence
251638,Just Kids Christian Learning Center and Child Care,SAN ANTONIO,6204 PRUE RD,78240 2035,6,5,2,0,1,14,0.667,0.286,136,21,0,21.2,0,1,0,0,0,ChIJB2cIew9nXIYRswzY6Wu7flY,Just Kids Christian Academy,4.5,73.0,medium_confidence
1133177,Annointed Christian Childcare & Academy II,HOUSTON,360 UVALDE RD,77015 2213,2,4,0,0,1,7,1.167,0.333,93,6,0,11.5,0,1,0,0,0,ChIJB49bS4ikQIYREsMk_FsPkN4,Annointed Christian Academy,5.0,10.0,medium_confidence
97498,Temple Emanu El Preschool,DALLAS,8500 HILLCREST AVE,75225 4204,5,4,0,1,0,10,1.111,0.556,324,9,1,40.0,1,0,0,0,0,ChIJB5tcXrGfToYR5n0R2vjsqP0,Temple Emanu-El,4.8,102.0,medium_confidence
237372,Mercy Culture Preschool,FORT WORTH,1401 OAKHURST SCENIC DR,76111 1460,3,2,1,0,0,6,0.75,0.375,115,8,0,22.2,1,0,0,0,0,ChIJBRQiefx3ToYRkNHNPZyjNew,Mercy Culture Preparatory,4.1,51.0,medium_confidence
1467660,Kids R Kids of Lakeshore,HOUSTON,16325 W LAKE HOUSTON PKWY,77044 5679,8,15,4,1,0,28,1.333,0.381,377,21,2,1.2,1,1,0,0,0,ChIJBRRzc56uQIYReaUxAx6CM28,Kids ‘R’ Kids Learning Academy of Lakeshore,4.3,49.0,medium_confidence
1313681,Early Learning Prep,HOUSTON,10560 FUQUA ST,77089 1402,3,4,3,0,0,10,0.714,0.214,85,14,0,6.3,0,1,0,0,0,ChIJBXnQ8XDDQIYR28xKaz-9MgM,Early Learning Preparatory,5.0,20.0,high_confidence
1298441,The Learning Experience Bellaire,HOUSTON,3701 BELLAIRE BLVD,77025 1206,2,5,5,0,0,12,1.5,0.25,227,8,1,7.4,0,0,0,0,0,ChIJB_-Wc0vAQIYRFXkUxE9UUWw,The Learning Experience - West University,4.3,85.0,medium_confidence
1349854,Sweet  Peas Daycare Academy,HOUSTON,717B DUNSON GLEN DR,77090 5365,2,0,1,0,0,3,0.333,0.222,38,9,0,5.1,0,1,0,0,0,ChIJB_aMMkbLQIYRokPKXvNK68k,Sweet Peas Daycare Academy,5.0,7.0,high_confidence
879392,Little Einstein's Learning Academy,HOUSTON,14633 BEECHNUT ST,77083 4436,3,7,2,0,0,12,1.5,0.375,60,8,0,14.1,0,1,0,0,0,ChIJB_w88wreQIYRTVlsAuhE-KU,Little Einstein's Learning Academy,5.0,19.0,high_confidence
1512953,The Learning Experience,AUSTIN,12400 W US HIGHWAY 290,78737 9437,0,0,1,0,0,1,0.25,0.0,187,4,0,0.3,0,0,0,0,0,ChIJBbUx871HW4YR64Xd6cj8smM,The Learning Experience - Austin Dripping Springs,5.0,3.0,medium_confidence
97174,La Petite Academy,FORT WORTH,9917 WHITE SETTLEMENT RD,76108 4115,10,24,10,1,0,45,1.607,0.357,132,28,0,36.4,0,1,0,0,0,ChIJBdv_yXAMToYR0e7cGnyU4gk,La Petite Academy on White Settlement Road,4.0,51.0,medium_confidence
324019,Jacinto City Preschool,HOUSTON,10205 CHALLENGER 7 DR,77029 2009,0,2,2,0,0,4,0.8,0.0,34,5,0,18.3,0,0,0,0,0,ChIJBeME8Zi8QIYRL2beSJ3HNU0,Jacinto City Preschool,3.0,2.0,high_confidence
1319501,Early Discovery Montessori Academy,HOUSTON,15985 WESTHEIMER RD,77082 1234,2,10,8,2,0,22,3.667,0.333,60,6,1,6.7,0,0,0,0,0,ChIJBeRhL_PeQIYRa0NpzRuSMB0,Early Discovery Montessori Academy,4.3,7.0,high_confidence
1383176,KCE Champions LLC @ KIPP,HOUSTON,8805 FERNDALE,77017 6515,3,2,0,0,0,5,0.357,0.214,136,14,0,3.9,1,1,0,0,0,ChIJBfW5eY6XQIYR2HwI-sFdxwQ,Champions at KIPP Climb Academy,5.0,1.0,medium_confidence
1396407,Safe Zone Childcare Center,HOUSTON,6629 BELLFORT ST,77087 6409,8,16,18,6,0,48,1.043,0.174,151,46,6,3.3,0,1,0,0,0,ChIJBy7uHjCWQIYRUxEUjdViOIA,Bellfort Street KinderCare,4.6,46.0,medium_confidence
1371168,Mi Casita Austin Montessori,AUSTIN,1211 PARKWAY,78703 4132,0,0,2,1,0,3,0.5,0.0,29,6,0,4.9,0,1,0,0,0,ChIJC-RQ-Qa1RIYRtnxgpT3huS8,Mi Casita Montessori,5.0,7.0,high_confidence
1396615,Merit Children's Academy Lakewood,DALLAS,6210 E MOCKINGBIRD LN,75214 2619,5,3,1,1,0,10,0.556,0.278,170,18,0,3.3,0,0,0,0,0,ChIJC0KfXECfToYRdtAXb4EY-lE,Merit Children's Academy,4.4,14.0,high_confidence
1471634,Roseland Homes Head Start/ Early Head Start,DALLAS,2011 N WASHINGTON AVE,75204 4244,2,1,3,0,0,6,0.545,0.182,60,11,0,1.4,0,0,0,0,0,ChIJC0TYJNSYToYRmrkSpt1ea1k,Head Start At Roseland Homes,4.3,4.0,medium_confidence
1376607,Tiny Treasures Daycare & Learning Center,SAN ANTONIO,9714 POTRANCO RD STE 115,78251 9617,2,14,1,0,1,18,0.9,0.1,59,20,0,4.1,0,1,0,0,0,ChIJC0ThmT9DXIYR2etO1ctQRAg,Tiny Treasures Daycare & Learning Center,4.0,47.0,high_confidence
302589,Big Dreams & Lil Wonders Christian Academy # 2,HOUSTON,11944 VETERANS MEMORIAL DR,77067 1834,7,16,13,1,1,38,2.533,0.467,244,15,0,18.9,0,1,0,0,0,ChIJC11pW7HOQIYRG-_5PrSdpTI,Big Dreams & Lil Wonders Christian Academy,4.7,49.0,high_confidence
465028,A-2-Z Learning Center,SAN ANTONIO,160 DARSON MARIE DR,78226 1224,3,9,4,1,0,17,0.773,0.136,48,22,0,16.0,0,1,0,0,0,ChIJC1B3GGpZXIYRiIBVXxVstSY,A-2-Z Learning Center,4.4,9.0,high_confidence
1311811,St. Catherine of Siena Preschool,AUSTIN,4800 CONVICT HILL RD,78749 2202,0,0,0,0,0,0,0.0,0.0,70,7,0,6.9,0,0,0,0,0,ChIJC3WHWZNLW4YRz_PQeLjdvIY,St. Catherine of Siena Catholic Church,4.7,202.0,medium_confidence
1158796,All Beautiful Children Enrichment Learning Center,HOUSTON,12805 CULLEN BLVD STE D,77047 3760,7,11,8,2,0,28,3.5,0.875,31,8,2,10.7,0,1,0,0,0,ChIJC6K70_mUQIYR-ltvaubKeE8,All Beautiful Children Enrichment Learning Center,4.9,17.0,high_confidence
1264770,Armand Bayou Montessori School,HOUSTON,16204 HICKORY KNOLL DR,77059 5309,5,17,8,0,0,30,3.0,0.5,126,10,0,8.9,0,0,0,0,0,ChIJC8tNyyecQIYRKKrg_Wn6LHI,Armand Bayou Montessori School,4.2,22.0,high_confidence
1296839,Houston Methodist Childcare Center,HOUSTON,2100 S BRAESWOOD BLVD,77030 4402,6,4,4,0,0,14,1.273,0.545,130,11,0,7.6,0,0,0,0,0,ChIJCQ-yrBPAQIYR9RRnwB1LSzc,Houston Methodist Child Care Center,4.2,20.0,high_confidence
238111,Town and Country Childrens Montessori Incorporated,AUSTIN,3801 KEATS DR,78704 6741,2,0,0,0,0,2,0.333,0.333,125,6,0,22.1,0,0,0,0,0,ChIJCRB44TJLW4YR555q3UnCzKQ,Town & Country Children's Montessori School,5.0,2.0,medium_confidence
1509586,Little Legends Academy HTX,HOUSTON,12425 JOHN F KENNEDY BLVD STE 110,77039 5918,0,0,0,0,0,0,0.0,0.0,55,3,0,0.3,0,0,0,0,0,ChIJCRfCIuu3QIYRh9O7973p5dQ,Little Legends Academy,4.7,12.0,high_confidence
1337465,Spring Creek Private School,DALLAS,14855 SPRING CREEK RD,75248 5712,6,13,5,0,0,24,1.0,0.25,186,24,0,5.2,0,1,0,0,0,ChIJCSYiI7ghTIYR5b6hhUdyaKc,Spring Creek Private School,4.6,24.0,high_confidence
1298271,Childrens Genesis,DALLAS,6808 PASTOR BAILEY DR,75237 2602,0,3,2,0,1,6,0.857,0.0,120,7,0,7.7,0,1,0,0,0,ChIJCT2nALyQToYRWLpygvfgvKU,Children's Genesis,5.0,6.0,high_confidence
96049,University Presbyterian Children,SAN ANTONIO,300 BUSHNELL AVE,78212 5334,0,4,1,0,0,5,0.714,0.0,124,7,0,38.9,1,1,0,0,0,ChIJCT8TGn1fXIYR36zhdIS5tv8,University Presbyterian Church,4.4,22.0,high_confidence
102385,La Petite Guilbeau,SAN ANTONIO,9401 GUILBEAU RD,78250 1938,13,9,10,2,1,35,1.0,0.371,144,35,1,39.0,0,1,0,0,0,ChIJCTH3og9oXIYR1un9j9x3AgE,La Petite Academy on Guilbeau Road,4.5,50.0,medium_confidence
1348684,Family Gatherings,SAN ANTONIO,5430 SEGUIN RD,78219 1041,12,5,8,0,1,26,0.867,0.4,96,30,0,5.8,0,1,0,0,0,ChIJCTWMPS3zXIYRNA5wGXrFBTk,Family Gatherings,3.4,13.0,high_confidence
96163,St. Andrew's Church and School,SAN ANTONIO,722 ROBINHOOD PL,78209 3400,0,7,5,0,0,12,2.4,0.0,23,5,0,39.1,1,0,0,0,0,ChIJCYEuiSL1XIYRjEtcQDNs8bQ,St. Andrew's Church & School,4.4,20.0,high_confidence
252515,Kids R Kids Quality Learning Academy,HOUSTON,6020 N ELDRIDGE PKWY,77041 4208,3,4,1,1,0,9,0.643,0.214,326,14,1,20.4,0,1,0,0,0,ChIJCYo9bZTQQIYRkVXXgNaDoMY,Kids 'R' Kids Learning Academy of West Houston,4.6,104.0,medium_confidence
101182,Kinsmen Lutheran Child Development,HOUSTON,12100 CHAMPION FOREST DR,77066 2704,4,9,15,0,0,28,4.667,0.667,175,6,0,40.1,0,0,0,0,0,ChIJCZ_SyTvMQIYRixUStRzRevw,Kinsmen Children's Academy,4.7,12.0,medium_confidence
1168453,Shining Starz Learning Center  INC.,HOUSTON,13403 WINDFERN RD,77064 3019,5,6,7,0,0,18,1.286,0.357,157,14,0,10.5,0,1,0,0,0,ChIJCZvww-zRQIYR1ZqlPxVyYU4,Shining Starz Learning Center,4.3,30.0,high_confidence
1345149,American Care Academy Pleasant Grove,DALLAS,1227 N MASTERS DR,75217 3722,0,2,2,0,0,4,0.25,0.0,153,16,0,6.0,0,1,0,0,0,ChIJC_TEErOlToYR7TQZtHaYLGA,American Care Academy Pleasant Grove,4.4,37.0,high_confidence
1372539,First Place Kids,HOUSTON,10111 GRANT RD STE C,77070 4533,7,10,11,0,0,28,1.647,0.412,132,17,0,4.3,0,1,0,0,0,ChIJCayaKuLNQIYRSZjrCLoJQMI,First Place Kids Christian Academy,4.2,25.0,medium_confidence
1298578,Happy Bunnies,AUSTIN,7212 OAK MEADOW DR,78736 1916,1,0,3,0,0,4,0.4,0.1,95,10,0,7.3,1,1,0,0,0,ChIJCdd9PX1JW4YRtwGlRnXQaPw,Happy Bunnies Child Care School,4.8,59.0,medium_confidence
1257502,Bethlehem United Community Centers Inc.,FORT WORTH,951 EVANS AVE,76104 3627,3,3,0,0,0,6,0.429,0.214,115,14,0,8.4,0,0,0,0,0,ChIJCfvm8gZxToYRxGTXzh0AHzo,UCC Bethlehem Center,4.7,65.0,medium_confidence
97212,St. Mark's Catholic Preschool and Nursery,SAN ANTONIO,1602 THOUSAND OAKS DR,78232 2338,1,0,0,0,0,1,0.111,0.111,124,9,0,38.6,0,0,0,0,0,ChIJCxL2YhOKXIYRWB3KZuS4jBc,St Mark's Catholic Pre-School,3.1,7.0,high_confidence
