place_id,DEFICIENCY_HIGH,DEFICIENCY_MEDIUM_HIGH,DEFICIENCY_MEDIUM,DEFICIENCY_MEDIUM_LOW,DEFICIENCY_LOW,TOTAL_INSPECTIONS,TOTAL_ASSESSMENTS,TOTAL_CAPACITY,ISSUANCE_DATE,PROGRAMS_PROVIDED,ACCEPTS_CHILD_CARE_SUBSIDIES,CORRECTIVE_ACTION,ADVERSE_ACTION,TEMPORARILY_CLOSED,OPERATION_ID,OPERATION_NAME,CITY,ADDRESS_LINE,ZIPCODE,google_name,google_rating,google_review_count,review_count_returned,match_confidence,YEARS_IN_OPERATION,IS_ACCREDITED,ACCEPTS_SUBSIDIES,HAS_CORRECTIVE_ACTION,HAS_ADVERSE_ACTION,WAS_TEMP_CLOSED,TOTAL_DEFICIENCIES,DEFICIENCY_RATE,HIGH_DEFICIENCY_RATE
ChIJXz4nlilNW4YRlgZaHbIz_uc,0,0,0,0,0,12,0,20,2023-01-10,"School Age Care,Snacks Provided",N,NO,NO,NO,1407606,Tigerlily Preschool,AUSTIN,8601 S 1ST ST,78748 6602,Tigerlily Preschool,5.0,2.0,2,high_confidence,3.0,0,0,0,0,0,0,0.0,0.0
ChIJXz_8TodeXIYRaB0o9LzW_v0,10,15,6,0,0,18,0,68,2011-02-04,"After School Care,Transportation to/from School",Y,NO,NO,NO,583848,The Ragratz Unlimited Fun Care,SAN ANTONIO,1409 BANDERA RD,78228 4004,Ragratz Unlimited Fun Care,4.2,18.0,5,high_confidence,14.9,0,1,0,0,0,31,1.722,0.556
ChIJY-tN5RFiXIYR5oE6m2ejHxI,1,8,7,0,0,13,0,40,2017-07-11,"Drop-In Care,Weekend Care,Night Care",N,NO,NO,NO,1282938,Kid Space Drop-In Child Care,SAN ANTONIO,19141 STONE OAK PKWY STE 307,78258 3369,Kid Space Drop-In Child Care,4.3,32.0,5,high_confidence,8.5,0,0,0,0,0,16,1.231,0.077
ChIJY-tN5RFiXIYRumq2zZSxDPI,2,7,0,1,0,11,0,54,2014-09-30,"School Age Care,Skill Classes,Part Time Care,Transportation to/from School ,Field Trips",N,NO,NO,NO,1140364,"Elite Karate, LLC",SAN ANTONIO,19239 STONE OAK PKWY STE 109,78258 3471,Elite Karate,4.8,12.0,5,high_confidence,11.3,0,0,0,0,0,10,0.909,0.182
ChIJY0Q3MXe_QIYR_7KRcZJx5OU,2,4,0,0,0,9,0,100,1993-07-20,"School Age Care,Accredited,Meals Provided ,Snacks Provided,Skill Classes,Part Time Care",N,NO,NO,NO,129018,Montessori School of Downtown & Medical Center,HOUSTON,4510 CAROLINE ST,77004 4912,Montessori School Of Downtown - Medical Center,,,0,high_confidence,32.5,1,0,0,0,0,6,0.667,0.222
ChIJY0gkNb9pXIYR3bPBOOI3rYU,1,3,1,0,0,8,0,161,2005-03-30,"School Age Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,259514,The Mustard Seed Early Learning Center,SAN ANTONIO,11555 GALM RD STE 200,78254 9555,The Mustard Seed Early Learning Center,4.5,15.0,5,high_confidence,20.8,0,1,0,0,0,5,0.625,0.125
ChIJY1Co64HqQIYR6XMkk5egH60,0,3,1,0,0,5,0,12,2007-03-21,,N,NO,NO,NO,301576,ST Catherines Montessori,HOUSTON,9821 TIMBERSIDE DR,77025 5223,St. Catherine's Montessori,,,0,high_confidence,18.8,0,0,0,0,0,4,0.8,0.0
ChIJY1FMRACZToYRGY3fH-kYHrQ,0,0,0,0,0,7,0,116,2025-03-26,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Transportation to/from School ,Field Trips,Night Care",N,NO,NO,NO,1485513,Precious Kargo Academy 2,DALLAS,2520 MARTIN LUTHER KING JR BLV,75215 2305,Precious Kargo Academy 2,5.0,2.0,2,high_confidence,0.8,0,0,0,0,0,0,0.0,0.0
ChIJY1JSYEiVQIYRyO0RmnMVNJc,4,10,2,1,0,11,1,107,2002-10-23,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,204160,Kids 'R' People 2 Inc,HOUSTON,2725 REED RD,77051 2371,"Kids ""R"" People ""2"" Academy Childcare Center",4.4,42.0,5,medium_confidence,23.2,0,1,0,0,0,17,1.545,0.364
ChIJY2ED37bEQIYR3ZNGvKLU9uw,7,13,6,1,1,15,0,122,2018-09-27,"School Age Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Skill Classes,Part Time Care,Transportation to/from School ,Weekend Care,Night Care",Y,NO,NO,NO,1301658,Adventure Kids Playcare,HOUSTON,10403 KATY FWY STE 220,77024 1108,Adventure Kids Playcare,4.3,162.0,5,high_confidence,7.3,0,1,0,0,0,28,1.867,0.467
ChIJY2HP4fquQIYRdrJR_U6uePc,0,4,2,0,1,6,0,129,2005-06-01,After School Care,Y,NO,NO,NO,254133,YMCA @ Summerwood Elementary,HOUSTON,13830 W LAKE HOUSTON PKWY,77044 5397,Summerwood Elementary School,,,0,medium_confidence,20.6,0,1,0,0,0,7,1.167,0.0
ChIJY2cRjTBcXIYRgii7wRtJMgU,44,76,30,2,2,78,6,79,2004-04-20,"School Age Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School",Y,NO,NO,NO,233966,Happy Child Childcare & Learning Center,SAN ANTONIO,3414 CULEBRA RD,78228 6060,Happy Child Childcare & Learning,5.0,26.0,5,high_confidence,21.7,0,1,0,0,0,154,1.974,0.564
ChIJY2dxMLqkToYRa717_ILL6r8,3,10,3,1,1,11,1,200,2008-02-15,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,305437,Glenbrook CDC,DALLAS,1339 N MASTERS DR,75217 3308,Glenbrook Child Development,3.7,19.0,5,medium_confidence,17.9,0,1,0,0,0,18,1.636,0.273
ChIJY3-3ySzHQIYRce3GGY9C6Wc,7,9,7,1,0,17,1,76,2021-05-07,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips,Night Care",Y,NO,NO,NO,1365087,Purple Rose Learning Academy,HOUSTON,6717 STUEBNER AIRLINE RD STE 202,77091 2508,Purple Rose Learning Academy,4.3,26.0,5,high_confidence,4.7,0,1,0,0,0,24,1.412,0.412
ChIJY4qUXkzrQIYRh_34kqN0nDE,1,0,2,1,0,2,0,96,2025-09-26,Part Time Care,N,NO,NO,NO,1516722,One Hope Preschool,HOUSTON,5020 W BELLFORT AVE BLDG II,77035 3229,One Hope Preschool,4.6,11.0,5,high_confidence,0.3,0,0,0,0,0,4,2.0,0.5
ChIJY5kCImZtToYRCL1i4BPPk-M,0,3,2,1,0,7,0,264,2025-10-14,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School",N,NO,NO,NO,1501411,Lightbridge Academy Fort Worth,FORT WORTH,7825 SAGE VISTA DRIVE,76123,Lightbridge Academy,4.0,54.0,5,medium_confidence,0.2,0,0,0,0,0,6,0.857,0.0
ChIJY5pgacWYToYRVBoCL7kagx4,1,0,1,0,0,6,0,75,2018-04-19,"Meals Provided ,Snacks Provided",N,NO,NO,NO,1289777,Swiss Learning Center,DALLAS,3814 SWISS AVE,75204 6410,Swiss Learning Center,4.9,30.0,5,high_confidence,7.7,0,0,0,0,0,2,0.333,0.167
ChIJY5uH-RZfXIYRH_8LnzI8RSI,2,1,2,0,0,9,0,119,2025-02-11,"School Age Care,Meals Provided ,After School Care,Snacks Provided",N,NO,NO,NO,1486123,Y School Age @Beacon Hill Academy,SAN ANTONIO,1411 W ASHBY PL,78201 6337,Beacon Hill Primary,,,0,medium_confidence,0.9,0,0,0,0,0,5,0.556,0.222
ChIJY6XCwHuzRIYRHS0gJtZH5G4,2,6,5,1,1,8,1,49,2020-06-23,"School Age Care,Meals Provided ,Snacks Provided",Y,NO,NO,NO,1354380,Little Explorers Childcare,AUSTIN,2313 TERI RD,78744 1915,Little Explorers Child Care DBA Maricela,4.7,26.0,5,medium_confidence,5.5,0,1,0,0,0,15,1.875,0.25
ChIJY7HD957bQIYRKQTasQpO-Ro,3,1,1,1,0,10,1,110,2025-06-12,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Weekend Care,Field Trips",Y,NO,NO,NO,1484290,Creative Playhouse Kids 1,HOUSTON,5630 N ELDRIDGE PKWY STE 500,77041 5635,Creative Playhouse Kids LLC,4.4,21.0,5,high_confidence,0.6,0,1,0,0,0,6,0.6,0.3
ChIJY7g1DXfbQIYR73AAjNKnW2s,1,3,3,0,0,10,2,70,2022-02-24,"School Age Care,After School Care,Snacks Provided",Y,NO,NO,NO,1386023,YMCA Afterschool @ Thornwood Elementary,HOUSTON,14400 FERN DR,77079 5508,Thornwood Elementary School,,,0,medium_confidence,3.9,0,1,0,0,0,7,0.7,0.1
ChIJY7mZQGOKXIYR-x35d8ZmE5Y,6,4,4,1,1,23,0,125,2006-02-06,"Meals Provided ,After School Care,Drop-In Care,Part Time Care",Y,NO,NO,NO,287322,Heimer KinderCare,SAN ANTONIO,14230 CROSS CYN,78232 5147,Heimer KinderCare,4.9,63.0,5,high_confidence,19.9,0,1,0,0,0,16,0.696,0.261
ChIJY8G1jhWcQIYRXitmcp16rcc,5,3,4,1,0,12,2,175,1996-09-25,"School Age Care,Before School Care,Accredited,Meals Provided ,After School Care,Snacks Provided,Skill Classes,Part Time Care,Transportation to/from School ,Field Trips",N,NO,NO,NO,145302,Montessori School of Downtown,HOUSTON,15625 SPACE CENTER BLVD,77062 3668,Montessori School Of Downtown - Clear Lake Campus,,,0,medium_confidence,29.3,1,0,0,0,0,13,1.083,0.417
ChIJY981K8oyW4YRwmtUKN1RaKs,2,1,2,1,0,7,0,71,2017-07-31,"School Age Care,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",N,NO,NO,NO,1269238,Casa de Ninos Bilingual Montessori School,AUSTIN,13584 POND SPRINGS RD,78729 4413,Casa de Niños Bilingual Montessori School,,,0,high_confidence,8.4,0,0,0,0,0,6,0.857,0.286
ChIJYQcNu1tVdgMRIn98DyPG7oI,2,4,1,1,1,9,0,25,2025-11-18,"School Age Care,Meals Provided ,Snacks Provided,Drop-In Care,Part Time Care,Field Trips",N,NO,NO,NO,1504389,The Bridge Learning Academy,FORT WORTH,6623 MEADOWBROOK DR,76112 5240,The Bridge Learning Academy LLC,5.0,11.0,5,high_confidence,0.1,0,0,0,0,0,9,1.0,0.222
ChIJYQcazFqXToYR9bY9LIHg6nk,2,18,5,0,0,7,0,33,2019-01-18,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School",Y,NO,NO,NO,1307577,Tiny 1's Treasured Learning Center,DALLAS,3418 S BECKLEY AVE,75224 4015,Tiny 1's Treasured Learning Center,5.0,5.0,5,high_confidence,7.0,0,1,0,0,0,25,3.571,0.286
ChIJYTJvi6nCQIYRL1MKtmKL6E0,0,0,0,0,0,2,0,28,2025-11-26,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Transportation to/from School",N,NO,NO,NO,1516441,Laura Kids Academy,HOUSTON,12450 BISSONNET ST STE 110,77099 1392,Little Learners Discovery Academy,,,0,medium_confidence,0.1,0,0,0,0,0,0,0.0,0.0
ChIJYTZ1Jx22RIYR9D68d6dLAzg,6,11,10,4,1,12,0,42,1999-09-02,"Accredited,After School Care",N,NO,NO,NO,151324,Austin Peace Academy,AUSTIN,5110 MANOR RD,78723 4608,Austin Peace Academy,,,0,high_confidence,26.3,1,0,0,0,0,32,2.667,0.5
ChIJYUG6TfebToYRAbur3_5S37I,8,3,1,0,0,9,0,102,2007-10-03,"Snacks Provided,Part Time Care",N,NO,NO,NO,309051,Kessler Park Day School,DALLAS,1215 TURNER AVE,75208 2631,Kessler Park Day School,5.0,22.0,5,high_confidence,18.2,0,0,0,0,0,12,1.333,0.889
ChIJYUtv6uQjTIYR---JVqljjAM,0,0,0,0,0,6,0,84,1999-03-10,"Accredited,Part Time Care,Field Trips",Y,NO,NO,NO,157569,Holy Communion Christian Academy,DALLAS,17405 MUIRFIELD DR,75287 7437,Holy Communion Christian Academy,5.0,1.0,1,high_confidence,26.8,1,1,0,0,0,0,0.0,0.0
ChIJYVR7bIVBXIYRfDEXZ8lYq_U,2,6,3,0,0,19,0,203,2025-04-08,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1487239,The Pillars Christian Learning Center,SAN ANTONIO,14931 POTRANCO ROAD,78245,The Pillars Christian Learning Centers - Potranco,4.6,24.0,5,high_confidence,0.7,0,1,0,0,0,11,0.579,0.105
ChIJYVc7C_XKRIYRCxGDdgD3H2Q,0,0,1,0,0,6,0,55,2002-10-28,"Accredited,Part Time Care",N,NO,NO,NO,215892,All Austin Cooperative Nursery School,AUSTIN,2301 HANCOCK DR,78756 2510,All Austin Co-op,5.0,9.0,5,medium_confidence,23.2,1,0,0,0,0,1,0.167,0.0
ChIJYVonAux6ToYRViFAMtLkP6c,3,1,0,1,0,11,0,55,2012-04-20,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Skill Classes,Part Time Care,Transportation to/from School",Y,NO,NO,NO,913691,Lisa's Little Angels Learning Center,FORT WORTH,2714 STALCUP RD,76119 1542,Lisa's Little Angels Learning Center,3.9,19.0,5,high_confidence,13.7,0,1,0,0,0,5,0.455,0.273
ChIJYYiXU2PORIYRMqqRQWCdsT4,0,0,0,0,0,4,0,68,2024-07-15,"School Age Care,Snacks Provided",Y,NO,NO,NO,1479086,Wells Branch YMCA of Central Texas,AUSTIN,14650 MERRILTOWN RD,78728 6729,Wells Branch Elementary,3.9,34.0,5,medium_confidence,1.5,0,1,0,0,0,0,0.0,0.0
ChIJYZlKPiW_QIYR0YmH4JPLcgs,1,4,5,0,0,5,0,136,1987-02-13,"Accredited,Meals Provided ,Snacks Provided",N,NO,NO,NO,102813,Cathedral House,HOUSTON,1117 TEXAS ST,77002 3113,Christ Church Cathedral,4.7,247.0,5,medium_confidence,38.9,1,0,0,0,0,10,2.0,0.2
ChIJYZtAuMiJXIYRDJe-4faXETI,11,7,3,0,1,26,0,175,2019-02-12,"Meals Provided ,Snacks Provided,Drop-In Care,Part Time Care",N,NO,NO,NO,1312509,LSP Stone Oak Inc DBALittle Sunshine's Playhouse & Preschool,SAN ANTONIO,20515 STONE OAK PKWY,78258 7036,Little Sunshine's Playhouse of San Antonio at Stone Oak,4.8,44.0,5,medium_confidence,6.9,0,0,0,0,0,22,0.846,0.423
ChIJYZy47OXAQIYRkfxk6dbgSZs,9,18,13,2,0,17,5,126,2021-05-06,"School Age Care,Before School Care,After School Care,Snacks Provided,Drop-In Care",Y,NO,NO,NO,1366478,Children Today @ Lamar High School,HOUSTON,3325 WESTHEIMER RD,77098 1003,Lamar High School,,,0,medium_confidence,4.7,0,1,0,0,0,42,2.471,0.529
ChIJYa_tTEZgXIYR00LaI5xX9Vo,25,29,9,1,2,58,0,135,2006-03-03,"School Age Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,287197,Parliament  KinderCare,SAN ANTONIO,11814 PARLIAMENT ST,78216 2412,Parliament KinderCare,3.6,48.0,5,high_confidence,19.8,0,1,0,0,0,66,1.138,0.431
ChIJYahJPD-2RIYRVZVxjNjNe-c,0,0,0,0,0,2,0,34,2025-10-15,After School Care,N,NO,NO,NO,1512979,AISD Norman-Sims Apple Blossom,AUSTIN,4001 TANNEHILL LN,78721 2307,Norman-Sims Elementary School,,,0,medium_confidence,0.2,0,0,0,0,0,0,0.0,0.0
ChIJYaxOkoTCQIYRCElrnJVUl6A,5,11,6,0,0,11,0,100,2020-06-29,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1338707,Kinderworld Academy,HOUSTON,9241 S GESSNER RD,77074 3807,Kinderworld Academy,4.9,103.0,5,high_confidence,5.5,0,1,0,0,0,22,2.0,0.455
ChIJYbSXshpdXIYRlVJ3lRgcCMg,2,5,2,0,0,10,0,41,2024-07-30,"Meals Provided ,Snacks Provided",N,NO,NO,NO,1467991,Little Growing Hearts Childcare Center LLC,SAN ANTONIO,7491 GRISSOM RD BLDG 1,78251 4703,Little Growing Hearts Childcare Center,5.0,5.0,5,high_confidence,1.4,0,0,0,0,0,9,0.9,0.2
ChIJYbbTOifdQIYRJZkz_AQkRbI,26,22,15,2,0,40,4,107,2018-01-19,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Skill Classes,Part Time Care,Transportation to/from School ,Weekend Care,Field Trips",Y,NO,NO,NO,1287678,Tick Tots Around the Clock LLC,HOUSTON,12440 OXFORD PARK DR STE A106,77082 2699,Tick Tots Around the Clock,2.7,57.0,5,high_confidence,8.0,0,1,0,0,0,65,1.625,0.65
ChIJYbsjloklTIYRoC1ffR135ig,2,0,1,1,0,10,0,230,2025-02-26,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care",N,NO,NO,NO,1485955,The Learning Experience,DALLAS,3099 FRANKFORD RD,75287 5657,The Learning Experience - Dallas - Frankford,4.8,116.0,5,medium_confidence,0.8,0,0,0,0,0,4,0.4,0.2
ChIJYdBVApO5QIYRBCBFDIVOSUQ,0,2,6,0,0,11,0,68,2024-02-09,"School Age Care,Before School Care,Accredited,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1454208,KCE Champions LLC @ KIPP Dream,HOUSTON,500 TIDWELL RD,77022 2122,Champions at KIPP Dream Prep,,,0,medium_confidence,1.9,1,1,0,0,0,8,0.727,0.0
ChIJYeFKriHMRIYRyn6Gmh5U_ww,2,1,4,0,0,13,0,95,2023-03-28,Part Time Care,N,NO,NO,NO,1418870,Montessori Internacional,AUSTIN,11124 JOLLYVILLE RD,78759 4811,International Montessori Spanish Immersion,4.9,39.0,5,medium_confidence,2.8,0,0,0,0,0,7,0.538,0.154
ChIJYeHF7ni_QIYRs7B9MeGyxFM,2,17,12,1,0,10,1,31,2015-05-01,"Meals Provided ,Snacks Provided,Drop-In Care,Part Time Care",Y,NO,NO,NO,1163651,Discovery Kids Academy of Greater Houston,HOUSTON,5200 FANNIN ST,77004 5808,Discovery Kids Academy Of Greater Houston,4.7,20.0,5,high_confidence,10.7,0,1,0,0,0,32,3.2,0.2
ChIJYee--mGMXIYRwRc8aqHfyy0,5,8,6,0,0,15,0,140,1986-12-22,"School Age Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,95077,King of Kings Child Care Center,SAN ANTONIO,13888 DREAMWOOD DR,78233 4960,King of Kings Lutheran Church LCMS,4.6,37.0,5,medium_confidence,39.0,0,1,0,0,0,19,1.267,0.333
ChIJYfbZYXzCQIYRRs9RhIPVedg,10,20,7,3,0,10,1,129,2007-07-18,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Skill Classes,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,309760,Red Apple Private School & Childcare,HOUSTON,7605 BISSONNET ST,77074 5401,Red Apple School,,,0,medium_confidence,18.5,0,1,0,0,0,40,4.0,1.0
ChIJYwT0Y-nXQIYRmvTshFgyyEM,9,8,6,0,1,16,0,119,2023-09-07,"Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Weekend Care,Night Care",Y,NO,NO,NO,1439540,Space City Child Care,HOUSTON,6211 BARKER CYPRESS RD STE 103,77084 1604,Space City Child Care,2.9,29.0,5,high_confidence,2.3,0,1,0,0,0,24,1.5,0.562
ChIJYzC5YSKXToYRyuiTjKoeyP8,2,10,11,3,0,17,1,152,2020-01-22,"Before School Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care",Y,NO,NO,NO,1335511,St. Paul Christian Academy,DALLAS,5725 S MARSALIS AVE,75241 1906,St. Paul Christian Academy,,,0,high_confidence,5.9,0,1,0,0,0,26,1.529,0.118
ChIJYzIa9uDDQIYRkzwxeqzZWEI,0,0,0,0,0,7,0,136,2005-03-08,"School Age Care,Before School Care,After School Care,Transportation to/from School",N,NO,NO,NO,255686,Tanglewood Academy,HOUSTON,1900 BERING DR,77057 3708,Tanglewood Academy,4.7,12.0,5,high_confidence,20.8,0,0,0,0,0,0,0.0,0.0
ChIJYzXXdA1vToYRtlaf33-LtjE,0,1,0,0,0,10,0,164,2020-08-21,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1357102,Kidz Unlimited LLC,FORT WORTH,3309 WILBARGER ST,76119 3421,Kidz Unlimited LLC,4.4,20.0,5,high_confidence,5.4,0,1,0,0,0,1,0.1,0.0
ChIJZ-BzFki1RIYRv5EcTYIWuBI,3,3,4,0,1,11,0,142,2023-08-15,Snacks Provided,Y,NO,NO,NO,1453902,Future Stars operated by La Petite Academy,AUSTIN,3819 S INTERSTATE 35,78741 7825,Future Stars Operated by La Petite Academy,4.9,11.0,5,high_confidence,2.4,0,1,0,0,0,11,1.0,0.273
ChIJZ0wIHWT3XIYROJ1XyRBfzwQ,4,3,4,0,0,11,0,28,2018-03-01,"School Age Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1287233,Learning With Grace Educational Child Care #2,SAN ANTONIO,1110 HALLIDAY AVE,78210 5316,Learning with Grace #2,,,0,medium_confidence,7.8,0,1,0,0,0,11,1.0,0.364
ChIJZ1h_P1qUQIYRz17tEyHMlbQ,7,16,8,3,0,9,1,55,2021-02-02,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1357480,Heavenly Hands Daycare LLC.,HOUSTON,3918 ROSEMONT ST,77051 1838,Heavenly Hands Daycare LLC,4.9,11.0,5,high_confidence,4.9,0,1,0,0,0,34,3.778,0.778
ChIJZ2RoK4HYTYYRxkGxa66XuVs,1,2,3,0,0,11,0,100,2009-02-23,"After School Care,Drop-In Care,Part Time Care",Y,NO,NO,NO,361246,Clayton Youth Enrichment @ Basswood Elementary,FORT WORTH,3100 CLAY MOUNTAIN TRL,76137 1465,Basswood Elementary School,,,0,medium_confidence,16.9,0,1,0,0,0,6,0.545,0.091
ChIJZ34-5lzYTYYR0pfBfCpvf14,2,1,0,0,0,13,0,85,1996-03-06,"Before School Care,After School Care,Snacks Provided,Drop-In Care",Y,NO,NO,NO,142608,Clayton Youth Enrichment @ Heritage Elementary,FORT WORTH,4001 THOMPSON RD,76244 9423,Heritage Elementary School,,,0,medium_confidence,29.8,0,1,0,0,0,3,0.231,0.154
ChIJZ3OGN7tzToYRFiYlsMPGfHc,2,14,10,1,0,11,0,76,1995-01-29,Before School Care,N,NO,NO,NO,136975,Montessori School on Camp Bowie,FORT WORTH,1801 ASHLAND AVE,76107 3809,The Montessori School on Camp Bowie,4.7,12.0,5,high_confidence,30.9,0,0,0,0,0,27,2.455,0.182
ChIJZ3dMWZK2QIYRY9S9nokfil8,0,2,4,0,0,5,0,150,2025-07-14,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Skill Classes,Part Time Care,Transportation to/from School ,Field Trips",N,NO,NO,NO,1493382,KinderCare at Halliburton,HOUSTON,3000 N SAM HOUSTON PKWY E,77032 3219,KinderCare at Halliburton,,,0,high_confidence,0.5,0,0,0,0,0,6,1.2,0.0
ChIJZ3pLA89CXIYRHgk77tDb-_0,2,0,1,0,0,10,0,386,2008-10-08,"School Age Care,Meals Provided ,After School Care,Snacks Provided,Transportation to/from School ,Field Trips",N,NO,NO,NO,337081,Westover Learning Center,SAN ANTONIO,9340 WESTOVER HILLS BLVD,78251 2703,Westover Hills Learning Center,3.2,30.0,5,high_confidence,17.2,0,0,0,0,0,3,0.3,0.2
ChIJZ4TO_1bdQIYRMBfgLs6qiMg,22,28,11,2,0,19,1,48,2021-05-06,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Weekend Care,Field Trips",Y,NO,NO,NO,1340128,Kiz Planet Learning Center,HOUSTON,10880 BISSONNET ST,77099 2166,Kidz Planet Daycare & Learning Center,3.8,5.0,5,high_confidence,4.7,0,1,0,0,0,63,3.316,1.158
ChIJZ4ZR41rKRIYRBNI4FwXZnuA,1,4,2,2,0,9,1,55,2018-04-06,"School Age Care,Skill Classes,Part Time Care",Y,NO,NO,NO,1289966,Elements Preschool,AUSTIN,2205 OHLEN RD,78757 7744,Elements Preschool,5.0,8.0,5,high_confidence,7.7,0,1,0,0,0,9,1.0,0.111
ChIJZ4qOyL6NXIYRIRJvKKnFnSw,6,9,5,2,0,17,0,80,1989-03-10,Meals Provided,N,NO,NO,NO,105888,Holy Trinity Presbyterian Day,SAN ANTONIO,16245 NACOGDOCHES RD,78247 1004,Holy Trinity Presbyterian Day School,5.0,12.0,5,high_confidence,36.8,0,0,0,0,0,22,1.294,0.353
ChIJZ5HCwxNMW4YRVNkYP2tG6tA,0,0,2,0,0,6,0,28,2018-01-30,School Age Care,N,NO,NO,NO,1285435,Let it Shine Enrichment Academy,AUSTIN,3701 W SLAUGHTER LN,78749 5902,Let It Shine Enrichment Academy,5.0,9.0,5,high_confidence,7.9,0,0,0,0,0,2,0.333,0.0
ChIJZ6BHpiC1RIYRJ7HLIkM3ivA,2,11,7,0,0,17,0,133,2016-06-08,"After School Care,Drop-In Care,Part Time Care",Y,NO,NO,NO,1218081,Kinney Avenue Christian Preschool,AUSTIN,1801 KINNEY AVE,78704 3321,Kinney Avenue Christian Preschool,4.5,24.0,5,high_confidence,9.6,0,1,0,0,0,20,1.176,0.118
ChIJZ7kj_HONXIYRdVJdQJeVtzc,1,2,0,0,0,9,0,100,2014-05-30,"Meals Provided ,Snacks Provided,Field Trips",N,NO,NO,NO,1120832,Lost Creek Child Development Center,SAN ANTONIO,16352 JUDSON RD,78247 1401,Lost creek child development center,4.5,4.0,4,high_confidence,11.6,0,0,0,0,0,3,0.333,0.111
ChIJZ7mNOJBgXIYR4OFcT2xmZw8,0,2,1,0,1,8,0,160,1987-04-20,"Skill Classes,Part Time Care,Field Trips",N,NO,NO,NO,94988,Colonial Hills United Methodist School,SAN ANTONIO,5247 VANCE JACKSON RD,78230 4624,Colonial Hills United Methodist School,4.0,9.0,5,high_confidence,38.7,0,0,0,0,0,4,0.5,0.0
ChIJZ7xQ6nhbXIYR8deqwIwoGQw,7,9,5,0,0,18,0,111,2023-03-16,"School Age Care,Before School Care,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Weekend Care,Night Care",Y,NO,NO,NO,1420725,"Owlates Childcare, LLC",SAN ANTONIO,1739 SW LOOP 410 STE 301,78227 1668,Owlates Childcare llc,5.0,6.0,5,high_confidence,2.8,0,1,0,0,0,21,1.167,0.389
ChIJZ8ODEkTKRIYRIhCwqWXzXLI,0,2,0,0,0,7,0,34,2025-05-15,"School Age Care,Drop-In Care,Part Time Care",N,NO,NO,NO,1492737,Colores Spanish Immersion Preschool,AUSTIN,4700 GROVER AVE,78756 3108,Colores Spanish Immersion Preschool,5.0,3.0,3,high_confidence,0.6,0,0,0,0,0,2,0.286,0.0
